Id,Predicted
19307997,350.3638350773112
20176193,114.46786491878726
19485371,45.0383294764559
13079990,63.71262305384503
22339757,55.782895894463394
7717071,130.28242068896867
19416433,164.18781715580087
28602814,223.9854990428878
3167768,335.64113326180967
22026277,293.4728433492723
20982450,103.94339531729327
16271468,54.98410839066096
14445183,89.49932991879966
6040356,105.5997238687504
11484489,201.66724763439544
29541600,178.4164395313704
2793834,164.0481479409974
588677,150.51229844222675
22940375,170.40397679435458
26126728,120.19872870589346
8072662,146.1837192833994
26250574,146.42262944910408
19568889,81.96449749376112
2048796,61.647059973069915
24938213,116.4032002814146
8555036,124.78735626472582
22108302,88.21538591998205
3625656,91.36106381456989
11238715,73.1232591690139
5041360,118.17397280025192
3989564,134.78435884303488
22662308,190.41567073985027
17728208,108.4485546639073
13597896,63.86495849448258
13083638,139.49676508588402
8760775,121.72122958543358
25518930,182.29579381245898
17256297,70.78608311607354
1975069,100.74139100222028
479285,63.771907734332146
22050058,112.2740278677341
21844210,275.41773310272157
25835470,52.1743965451012
27853108,134.0919435806786
9486111,260.624679051076
23148095,71.00588642017954
26603929,82.20868320402397
6272181,58.532911527047176
22674576,86.90533911194804
20758205,226.81112595551176
22928982,418.4387656558083
28582815,119.83476609750569
13406622,588.3666260185807
24429072,271.29400070936845
4031951,86.99416947765759
25380861,215.6844388925691
18946416,280.85699141620705
9028856,461.20636668311084
29455324,253.11532492132676
23342877,68.20676622972348
28333465,59.5529732129905
29335812,81.91786035792411
15621557,44.47278356587309
22240208,380.7891922334553
14851292,135.52584549196652
13649833,61.99543323814042
6843556,261.39750276525666
4881610,88.70325334358851
14125183,49.851822250198666
13374115,69.20045354783406
12495831,166.27526071155
11963123,113.41707973123258
16024539,112.94842260881111
4351563,135.18376122841576
27141784,157.97459290307657
14684699,164.64211508785178
5031569,137.2703623540203
9046203,145.23388455320867
16238779,292.6401968322634
4629359,198.6376747935438
3811186,75.730853129919
8703711,87.01305215351081
26814509,531.9203514946666
17556436,70.40703810896859
27368543,212.88646819303514
16456543,46.59599060966414
190542,158.9321963530993
18753645,144.8309981798927
14928996,79.0129233890088
24918804,173.00495892027462
29569480,107.58118678368805
4434797,86.51830894576837
7403108,151.64775484766474
14070967,133.34194101233044
28624477,87.88322084017585
7632182,116.044097406415
27507052,55.128980983514914
10681555,144.31490871446243
26224149,52.24884862584604
15010339,55.77052963453711
21979587,131.4825156975914
491123,88.64651716800692
1703303,141.62143248692155
13276073,201.19747663545238
10336325,158.0026853224144
18504631,50.636886869584636
12983221,314.9049956973449
28893280,137.11691369173874
