Id,Predicted
19307997,378.9623200474037
20176193,115.0283749024036
19485371,48.72745444748132
13079990,60.50124656509925
22339757,59.069924684763976
7717071,132.61443330576196
19416433,158.85417036049893
28602814,217.7353827401841
3167768,324.2996239076198
22026277,308.9375347133241
20982450,97.5050073908903
16271468,49.56316486353953
14445183,90.77237473438116
6040356,109.57535292183266
11484489,194.89248373702452
29541600,179.2814053041002
2793834,182.1552866677713
588677,163.36196128681817
22940375,118.26564435337922
26126728,105.95929138909477
8072662,141.39504662498553
26250574,146.4191332538912
19568889,81.67324525072064
2048796,61.487774063387725
24938213,99.55659990822092
8555036,117.2709680917259
22108302,82.87508507540596
3625656,97.65920017972823
11238715,76.14935968977403
5041360,132.63069019940562
3989564,131.11510061537433
22662308,208.32917606463468
17728208,104.90521466615564
13597896,63.0865013359048
13083638,146.07327936250493
8760775,113.87163709879526
25518930,170.43073262824345
17256297,78.25811746928123
1975069,108.73620745021248
479285,64.68950775967353
22050058,112.22108898282869
21844210,271.01750311445016
25835470,58.449952312886545
27853108,136.10530764676054
9486111,456.6873032467805
23148095,50.20311237491152
26603929,78.57026260351479
6272181,54.32984440604084
22674576,84.42378477119784
20758205,156.6375220392133
22928982,418.6009024339932
28582815,117.78412286841268
13406622,581.8364066922253
24429072,191.0818991991449
4031951,92.64394911284896
25380861,281.9115696743431
18946416,281.98243316685694
9028856,433.707276003511
29455324,180.81457500410687
23342877,68.56291648177981
28333465,62.24894329977755
29335812,79.1291582072576
15621557,40.41135480307676
22240208,320.85142038213536
14851292,126.46334594551712
13649833,147.11319042139877
6843556,268.98224135494127
4881610,94.66881161779293
14125183,50.009570255273246
13374115,60.783145446993785
12495831,165.09520317815918
11963123,118.08300209315426
16024539,120.64770540463763
4351563,134.6997784298837
27141784,117.22448585560917
14684699,168.57404871511076
5031569,137.62640057593413
9046203,144.42457143672013
16238779,297.4810148800192
4629359,151.4762969136631
3811186,78.84926110511572
8703711,75.45580882360545
26814509,572.4753857529832
17556436,67.74827713474633
27368543,206.07964264604016
16456543,47.96127657127655
190542,157.67315212863917
18753645,143.28104698927802
14928996,82.27116821756239
24918804,174.14597403834307
29569480,105.33358919888252
4434797,84.41973998259226
7403108,181.87763695713824
14070967,127.78656270090508
28624477,90.06873789209996
7632182,114.0794570765552
27507052,54.32988038095607
10681555,162.48914079887368
26224149,49.14219658761549
15010339,91.11647568253636
21979587,140.53678193846002
491123,87.10348161237258
1703303,148.2217189878043
13276073,207.5951940291361
10336325,155.2617536711792
18504631,55.39844788908409
12983221,336.8013135620166
28893280,122.6636751963733
10995810,86.11305902751965
29490463,72.39104897558242
19476873,175.32034419623582
11693193,189.834284994706
3766496,138.10582017915118
13936825,67.1156770543841
9331413,150.65722010587086
15144105,54.6896649597316
25763994,55.08622115173371
18457273,46.29460092911699
10120414,166.6773633165406
26770369,50.512686009475615
26035905,78.89727088322721
7367864,284.25808880157774
18736642,112.09982874367724
21190435,123.91124357721549
3750917,61.52705167824492
29260109,364.7944712528957
26236287,32.58629925271279
23744530,118.1439397238248
22937557,53.34014946693225
11069190,115.27664675724156
14535422,100.9320970348563
29615038,61.08154544921327
28978145,150.87352470079412
9116831,154.84809682282977
4728136,59.63494419162145
26337553,50.701494991193776
20136238,104.20800784787458
19343700,153.59449427777253
16409970,146.6755709846183
25740704,154.11869806150014
27604010,279.2957961985374
29490455,281.5222356681527
9429015,187.73707864972505
17575407,69.09874080003021
17481087,210.9990594969439
29391342,112.01865446601016
16163768,130.67226636722233
21139341,221.00503110846302
301372,72.96174081647317
18824754,66.23408074708948
28652436,62.23471201942004
14762427,107.58415517598988
26338854,170.80296553845275
23902815,68.16478990093968
25289041,316.1492623104335
4325244,162.87659664644045
2695372,141.3523816010273
715070,265.9126124946528
21293326,206.2299585603938
4235620,97.00955461877646
27573123,86.10792110674947
5562710,155.4895340070815
6227341,62.14037531944996
9955143,140.89670480903715
22838613,138.06764610585992
8736291,137.82872578272725
22339572,53.12561087772168
7542840,100.12039868932088
11957593,71.68633791305386
25413957,281.08522079625834
8371626,83.84751592958318
